word,machine,human,label,emotion_intensity_score
celebrated,eme ememe,eme mmemme,anticipation,0.641
paragon,paragon,arụsị,anticipation,0.352
safe,nchekwa,nchekwa,trust,0.672
nutritious,na -edozi ahụ,na -edozi ahụ,sadness,0.015
ripen,chara n'onwe,chara n'onwe,anticipation,0.625
recurring,ugboro ugboro,ugboro ugboro,fear,0.359
gore,egwu,egwu,disgust,0.828
dawn,chi ọbụbọ,chi ọbụbọ,joy,0.333
smother,ịkụda,ịkụda,anger,0.469
appendicitis,appendicitis,nsogbu afọ,fear,0.547
isolated,dịpụrụ adịpụ,dịpụrụ adịpụ,fear,0.641
deepest,miri emi,miri emi,trust,0.633
distrust,enweghị ntụkwasị obi,enweghị ntụkwasị obi,fear,0.531
continue,gaa n'ihu,gaa n'ihu,anticipation,0.414
cracked,gbawara,gbawara,anger,0.422
constitutional,n'usoro iwu obodo,n'usoro iwu obodo,trust,0.586
smile,ọchị,ọchị,joy,0.75
interrupting,nkwụsịtụ,nkwụsịtụ,anger,0.358
vision,ọhụụ,ọhụụ,anticipation,0.633
venomous,nsi,nsi,disgust,0.609
desperation,obi nkoropụ,obi nkoropụ,sadness,0.75
fib,eriri,eriri,anger,0.328
enemy,onye iro,onye iro,disgust,0.562
lovelovelove,ịhụnanya ịhụnanya,ịhụnanya ịhụnanya,joy,0.906
bloody,ọbara,ọbara,fear,0.781
mistress,nne ukwu,nne ukwu,disgust,0.523
struggle,mgba,mgba,anger,0.453
resentment,iwe,iwe,disgust,0.508
jumpy,na -amali elu,na -amali elu,fear,0.484
inhuman,obi ọjọọ,obi ọjọọ,anger,0.485
dominate,chịkwaa,chịkwaa,anger,0.5
banshee,banshee,mmụọ,fear,0.641
cad,cad,nkịta,anger,0.359
dame,dame,nnụnụ,trust,0.344
inexcusable,enweghị mgbaghara,enweghị mgbaghara,disgust,0.484
shitless,enweghị isi,enweghị isi,fear,0.656
respect,nkwanye ugwu,nkwanye ugwu,anticipation,0.438
happyholidays,ezumike ezumike,ezumike ezumike,joy,0.75
pray,kpee ekpere,kpee ekpere,surprise,0.18
pandemic,ọgbaghara,oke ọrịa,sadness,0.75
luscious,mara mma,mara mma,joy,0.682
hostile,onye iro,onye iro,fear,0.688
grievance,iwe,iwe,anger,0.556
afflict,taa ahụhụ,taa ahụhụ,fear,0.562
accused,onye eboro ebubo,onye eboro ebubo,anger,0.641
emaciated,gbara ume,gbara ume,fear,0.516
sincere,ezi obi,ezi obi,trust,0.797
cathedral,katidral,katidral,trust,0.455
whirlpool,ikuku mmiri,ikuku mmiri,fear,0.375
health,ahụike,ahụike,joy,0.493
lone,naanị,naanị,sadness,0.446
unattractive,na -adighi mma,na -adighi mma,sadness,0.373
reverie,egwu,egwu,trust,0.516
unconstrained,ejighị n'aka,ejighị n'aka,joy,0.424
concealment,nzuzo,nzuzo,anticipation,0.445
toxin,nsị,nsị,fear,0.575
restorative,mweghachi,mweghachi,trust,0.555
malicious,obi ojoo,obi ọjọọ,fear,0.656
bizarre,ihe di egwu,ihe di egwu,surprise,0.578
flexin,mkpado,ighịkọta,anger,0.281
illicit,iwu akwadoghị,iwu akwadoghị,disgust,0.602
erased,ehichapụrụ,hichapụrụ,trust,0.195
hysterical,egwu,egwu,fear,0.703
wrongly,na ezighi ezi,na ezighi ezi,sadness,0.453
spiritual,ime mmụọ,ime mmụọ,trust,0.664
wrangling,na -ese okwu,na -ese okwu,fear,0.531
displaced,chụpụrụ,chụpụrụ,sadness,0.691
danger,Ihe egwu,Ihe egwu,fear,0.802
exalt,ebuli elu,ebuli elu,trust,0.555
flowers,okooko osisi,okooko osisi,joy,0.406
disastrous,ọdachi,ọdachi,sadness,0.734
official,ukara,ukara,trust,0.68
digit,ọnụọgụgụ,ọnụọgụgụ,trust,0.438
campaigning,na -eme mkpọsa,na -eme mkpọsa,anger,0.151
rainyday,udu mmiri,udu mmiri,sadness,0.242
frenzied,frenzied,ụjọ,fear,0.531
lusty,mara mma,mara mma,disgust,0.43
adultery,ịkwa iko,ịkwa iko,disgust,0.727
talons,talons,mbọ nnụnụ,fear,0.547
tasteless,enweghi uto,enweghị ụtọ,disgust,0.422
visionary,onye ọhụụ,onye ọhụụ,trust,0.594
betrothed,kwere nkwa,kwere nkwa,joy,0.485
recidivism,recidivism,ịda iwu,disgust,0.406
judged,ikpe,ikpe,trust,0.406
war,agha,agha,fear,0.942
taxed,ụtụ isi,ụtụ isi,anger,0.297
candlelight,ọkụ kandụl,ọkụ kandụl,joy,0.424
immovable,adighi agaghari,adighi agaghari,trust,0.539
invalid,adabaghi,adabaghi,sadness,0.188
preponderance,nkwalite,nkwalite,trust,0.477
prophet,onye amuma,onye amụma,anticipation,0.523
artwork,nka,nka,joy,0.265
forum,nzuko,nzuko,trust,0.422
lumpy,ukwu,ukwu,disgust,0.336
supporting,na -akwado,na -akwado,trust,0.664
encourage,gbaa ume,gbaa ume,joy,0.5
sob,nwuo,akwa,sadness,0.688
massacre,mgbuchapụ,mgbuchapụ,disgust,0.883
awesomeness,ịdị ebube,ịdị ebube,joy,0.926
whirlwind,oké ifufe,oké ifufe,fear,0.312
excluded,ewepu,ewepu,disgust,0.328
mortification,nchepụta,nchepụta,fear,0.719
foggy,kefoogu,kefoogu,sadness,0.234
aversion,ịkpọasị,ịkpọasị,anger,0.44
mangle,mangle,igbanwe,sadness,0.656
prognosis,amụma,amụma,fear,0.217
bylaw,iwu iwu,iwu iwu,trust,0.586
outburst,oké iwe,oké iwe,fear,0.547
payback,nkwụghachi azụ,nkwụghachi azụ,anger,0.436
chairwoman,onye isi oche,onye isi oche,trust,0.453
nervous,ụjọ,ụjọ,fear,0.469
patience,ndidi,ndidi,anticipation,0.422
truthful,eziokwu,eziokwu,trust,0.836
throttle,trotul,trotul,anger,0.579
undertaking,ọrụ,ọrụ,anticipation,0.492
horrific,egwu,iyi egwu,anger,0.773
audience,ndị na -ege ntị,ndị na -ege ntị,anticipation,0.357
neglected,eleghara anya,eleghara anya,sadness,0.688
insulting,mkparị,mkparị,anger,0.652
glow,nwuo,nwuo,joy,0.656
flabbergast,flabbergast,iju anya,surprise,0.906
accepting,na -anabata,na -anabata,trust,0.742
assure,obi sie,obi sie,trust,0.641
rapture,owuwe,owuwe,anticipation,0.711
thanking,na -ekele,na -ekele,joy,0.515
prostitution,akwụna,akwụna,sadness,0.375
inviting,na -akpọ oku,na -akpọ oku,anticipation,0.578
poverty,ịda ogbenye,ịda ogbenye,sadness,0.69
patron,onye nlekọta,onye nlekọta,trust,0.609
domination,ọchịchị,ọchịchị,fear,0.566
harmful,na -emerụ ahụ,na -emerụ ahụ,sadness,0.578
party,oriri na nkwari,oriri na nkwari,joy,0.765
excel,kacha mma,kacha mma,anticipation,0.461
endanger,itinye ihe egwu,itinye ihe egwu,fear,0.688
educational,mmụta,mmụta,trust,0.586
inimical,ekwesighi,keonyeiro,anger,0.516
theocratic,ọchịchị Chineke,ọchịchị Chineke,anger,0.303
oddity,ihe nzuzu,ihe nzuzu,disgust,0.359
romance,ihunanya,ihunanya,sadness,0.0
tickle,otighiti,otighiti,surprise,0.516
cutthroat,akpịrị ịkpọ nkụ,akpịrị ịkpọ nkụ,fear,0.664
waiting,na -eche,na -eche,fear,0.141
organization,nzukọ,nzukọ,joy,0.156
homeless,enweghị ebe obibi,enweghị ebe obibi,anger,0.288
medal,ihe nrite,ihe nrite,trust,0.461
choices,nhọrọ,nhọrọ,trust,0.539
subjugation,ido onwe onye n'okpuru,ido onwe onye n'okpuru,sadness,0.609
collusion,nchịkọta,nchịkọta,disgust,0.555
satanic,satanic,mmụọ ọjọọ,anger,0.828
restrained,ejidere,ejidere,fear,0.594
manual,akwụkwọ ntuziaka,akwụkwọ ntuziaka,trust,0.367
absence,enweghị,anọghị ya,sadness,0.547
confess,kwuputa,kwuputa,trust,0.484
enslaved,ohu,ohu,anger,0.625
polygamy,ịlụ karịa otu nwanyị,ịlụ karịa otu nwanyị,disgust,0.617
providing,inye,inye,anticipation,0.469
pirate,onye ohi mmiri,onye ohi mmiri,anger,0.344
nopoint,nopoint,enweghị isi,anger,0.266
smuggle,zoputa,smọgul,fear,0.565
damnation,ọmụma ikpe,ọmụma ikpe,anger,0.906
myfavorite,ọkacha mmasị m,ọkacha mmasị m,joy,0.804
nether,ọzọ,ọzọ,fear,0.312
publicspeaking,ikwu okwu n'ihu ọha,ikwu okwu n'ihu ọha,fear,0.422
trading,ahia,ahịa,trust,0.422
tree,osisi,osisi,trust,0.406
countrymusic,egwu obodo,egwu obodo,joy,0.212
immerse,mikpuo,mikpuo,surprise,0.266
whiteness,ọcha,ọcha,joy,0.188
conceal,zoo,zoo,sadness,0.311
cabal,ụgbọ ala,njikọta ọnụ,fear,0.438
scrutinize,nyochaa,nyochaa,anticipation,0.32
fury,iwe,iwe,fear,0.672
sickening,na -arịa ọrịa,na -arịa ọrịa,disgust,0.742
prevail,merie,merie,anticipation,0.523
involvement,itinye aka,itinye aka,anger,0.152
decomposition,decomposition,ire ere,fear,0.469
allegation,ebubo,ebubo,anger,0.531
saint,senti,senti,anticipation,0.438
praise,ito,ito,joy,0.578
sweet,dị ụtọ,dị ụtọ,joy,0.625
mishap,ihe mberede,ihe mberede,fear,0.328
hurting,na -afụ ụfụ,na -afụ ụfụ,anger,0.712
saint,senti,senti,joy,0.328
illuminate,nwuo,imemina,anticipation,0.594
insolvency,enweghị isi,enweghị isi,fear,0.391
imperfections,ezughị okè,ezughị okè,trust,0.312
plan,atụmatụ,atụmatụ,anticipation,0.57
apprehensive,na -atụ ụjọ,na -atụ ụjọ,fear,0.578
incendiary,na -agba ọkụ,na -agba ọkụ,surprise,0.656
clash,nsogbu,nsogbu,anger,0.783
wonderful,magburu onwe ya,magburu onwe ya,joy,0.863
defense,agbachitere,agbachitere,anger,0.425
superstition,nkwenkwe ụgha,nkwenkwe ụgha,fear,0.469
carcass,ozu,ozu,fear,0.672
matters,okwu,okwu,trust,0.445
diamond,dayamọnd,dayamọnd,joy,0.5
contaminated,mmeru,mmeru,disgust,0.688
proof,ihe akaebe,ihe akaebe,trust,0.703
plight,nsogbu,nsogbu,disgust,0.375
favorite,ọkacha mmasị,ọkacha mmasị,joy,0.688
fecal,fecal,nsị,disgust,0.844
timidity,ihere,ihere,anticipation,0.359
seals,akàrà,akàrà,trust,0.352
antichrist,onye na -emegide Kraịst,onye na -emegide Kraịst,disgust,0.68
praiseworthy,otuto,otuto,joy,0.609
architecture,ije,ije,trust,0.539
art,nka,nka,surprise,0.172
idiotic,onye nzuzu,onye nzuzu,disgust,0.422
magic,anwansi,majiki,joy,0.712
servile,servile,ohuu,fear,0.344
chimera,chimera,anụmanụ,fear,0.375
chagrin,ewute,ewute,disgust,0.258
affliction,nsogbu,nsogbu,disgust,0.484
inaffable,enweghị atụ,enweghị atụ,surprise,0.312
electric,eletrik,eletrik,joy,0.344
remarkable,dị ịrịba ama,dị ịrịba ama,surprise,0.5
assassination,ogbugbu,ogbugbu,sadness,0.797
magical,kpokọtara,kpokọtara,surprise,0.609
hurt,merụọ ahụ,merụọ ahụ,fear,0.688
danger,Ihe egwu,Ihe egwu,sadness,0.719
giver,onye na -enye ihe,onye na -enye ihe,joy,0.353
perpetrator,onye na -eme ihe,onye na -eme ihe,fear,0.56
accolade,nkwanye ugwu,nkwanye ugwu,trust,0.508
glorious,ebube,ebube,joy,0.812
unbeaten,enweghị mmeri,enweghị mmeri,sadness,0.193
brighten,nwuo,nwuo,joy,0.719
pious,nsọpụrụ,nsọpụrụ,trust,0.5
disrupting,na -akpaghasị,na -akpaghasị,anger,0.5
witchcraft,amoosu,amoosu,fear,0.703
incredible,dị ịtụnanya,dị ịtụnanya,surprise,0.688
ultimatum,njedebe,njedebe,anger,0.439
saint,senti,senti,trust,0.648
verdict,mkpebi,mkpebi,fear,0.344
hoax,ụgha,ụgha,sadness,0.406
criminal,onye omekome,ekperima,fear,0.766
thug,onye ohi,onye ohi,fear,0.672
darken,gbaa ọchịchịrị,gbaa ọchịchịrị,sadness,0.406
remiss,gbaghara,gbaghara,sadness,0.266
balm,balm,ude,joy,0.152
bonus,ego,ego,surprise,0.586
angel,mmụọ ozi,mmụọ ozi,anticipation,0.438
accusation,ebubo,ebubo,disgust,0.523
obliging,na -akwụ ụgwọ,na -akwụ ụgwọ,surprise,0.188
crude,dị njọ,dị njọ,disgust,0.508
discontent,enweghi afọ ojuju,enweghi afọ ojuju,sadness,0.543
rabid,enweghị isi,enweghị isi,disgust,0.688
adrift,adrift,ise n'elu ihe,sadness,0.328
elite,ọkaibe,ọkaibe,anticipation,0.469
pimple,imi,nje,disgust,0.641
serene,dị jụụ,dị jụụ,trust,0.586
sostressed,na -enwe nrụgide,na -enwe nrụgide,fear,0.578
quivering,na -ama jijiji,na -ama jijiji,fear,0.641
chicane,chicane,shikin,trust,0.289
nursery,ụlọ akwụkwọ ọta akara,ụlọ akwụkwọ ọta akara,joy,0.234
anguish,nhụjuanya,nhụjuanya,sadness,0.902
powerless,enweghi ike,enweghi ike,sadness,0.641
witch,amoosu,amoosu,fear,0.565
virgin,amaghị nwoke,amaghị nwoke,trust,0.508
bloom,oge ntoju,oge ntoju,trust,0.531
lament,akwa arịrị,akwa arịrị,sadness,0.636
closeness,ịdị nso,ịdị nso,trust,0.719
serpent,agwo,agwọ,fear,0.638
manic,manic,ara,fear,0.625
virtuous,omume ọma,omume ọma,trust,0.719
despairing,na -enwe olileanya,na -enwe olileanya,sadness,0.672
spectacular,dị egwu,dị egwu,surprise,0.688
cutting,ịcha,ịcha,sadness,0.422
attack,mwakpo,mwakpo,fear,0.797
anxious,nchegbu,nchegbu,anticipation,0.641
embrace,makụọ,makụọ,joy,0.676
huff,gbuo,gbuo,disgust,0.273
veracity,eziokwu,eziokwu,trust,0.477
elimination,mkpochapu,mkpochapu,fear,0.588
soundness,ịdị mma,ịdị mma,trust,0.633
worn,eyi,eyi,sadness,0.484
sir,nna ukwu,nna ukwu,trust,0.445
mucus,imi,imi,disgust,0.742
lessen,belata,belata,anticipation,0.336
light,ọkụ,ọkụ,joy,0.297
sacrifices,àjà,àjà,disgust,0.383
claimant,onye na -azọrọ,onye na -azọrọ,disgust,0.18
judicial,ikpe,ikpe,trust,0.633
sun,anyanwụ,anyanwụ,anticipation,0.445
notready,ugbua,adịghị nkwadobe,fear,0.281
fraudulent,wayo,wayo,anger,0.424
elf,elf,mmụọ,fear,0.185
doctor,dọkịta,dọkịta,trust,0.641
operation,ọrụ,ọrụ,trust,0.445
pathway,ụzọ,ụzọ,joy,0.188
boomerang,boomerang,nsogbu,anticipation,0.602
promo,mgbasa ozi,mgbasa ozi,trust,0.359
sentence,ikpe,ikpe,disgust,0.156
admissible,nabatara,nabatara,trust,0.508
perpetuity,ebighi ebi,ebighi ebi,trust,0.516
romance,ihunanya,ihunanya,trust,0.484
lose,ida,ida,sadness,0.509
woe,ahụhụ,ahụhụ,disgust,0.398
trainer,onye nkuzi,onye nkuzi,trust,0.414
possession,ihe onwunwe,ihe onwunwe,anger,0.206
mediator,onye ogbugbo,onye ogbugbo,trust,0.609
sneaking,na -amị amị,na -amị amị,fear,0.375
reputable,ndi kwesiri ekwesi,ndi kwesiri ekwesi,trust,0.758
coy,koy,ihere,fear,0.162
aggravating,na -akawanye njọ,na -akawanye njọ,sadness,0.5
superstar,kpakpando,kpakpando,joy,0.562
turbulence,ogba aghara,ọghara aghara,anger,0.483
physicist,physicist,fisiti,trust,0.555
atherosclerosis,atherosclerosis nke arịa ọbara,atherosclerosis nke arịa ọbara,sadness,0.5
leaf,akwukwo,akwụwọ,joy,0.065
foresee,buru amụma,buru amụma,anticipation,0.625
shot,gbara,gbara,anger,0.672
rifle,égbè,égbè,fear,0.453
overwhelmed,karịrị akarị,karịrị akarị,sadness,0.609
burial,ili,ili,sadness,0.812
brokenheart,obi mgbawa,obi mgbawa,sadness,0.792
pestilence,ọrịa na -efe efe,ọrịa na -efe efe,fear,0.625
improvement,mma,mma,joy,0.309
succeed,gaa nke ọma,gaa nke ọma,joy,0.516
admonition,ndụmọdụ,ndụmọdụ,fear,0.469
vampire,vampire,ọnwụ ọbara,disgust,0.414
tribulation,mkpagbu,mkpagbu,joy,0.328
spirit,mmụọ,mmụọ,joy,0.515
progress,oganihu,oganihu,joy,0.397
prostitute,akwụna,akwụna,disgust,0.586
hopeful,olile anya,olile anya,trust,0.633
jackpot,jackpot,ezigbo ihe,surprise,0.812
challenge,ihe ịma aka,ihe ịma aka,anger,0.364
fall,daa,daa,sadness,0.418
inconvenient,adighi ike,adighi ike,disgust,0.203
terrifying,na -emenye ụjọ,na -emenye ụjọ,fear,0.906
plausible,ezi uche,ezi uche,trust,0.57
court,ulo ikpe,ụlọ ikpe,anticipation,0.492
thresh,ntughari,egbukpọ,anger,0.484
inoperative,arụghị ọrụ,arụghị ọrụ,anger,0.266
enjoy,enwe,enwe anụrị,joy,0.812
cancer,ọrịa kansa,ọrịa kansa,sadness,0.875
grave,ili,ili,fear,0.562
contraband,iwu iwu,ahịa iwu,disgust,0.484
heathen,ọgọ mmụọ,ọgọ mmụọ,fear,0.422
childloss,enweghị nwa,enweghị nwa,sadness,0.812
liberate,tọhapụ,tọhapụ,joy,0.485
fedup,o JULA m,o julam,anger,0.734
banish,chụpụ,chụpụ,anger,0.509
heavens,eluigwe,eluigwe,joy,0.779
revolver,mgbagharị,mgbagharị,anger,0.578
untold,ekwughi,ekwughi,anticipation,0.461
anguish,nhụjuanya,nhụjuanya,anger,0.5
deportation,mbula,mbula,anger,0.422
entertainment,ntụrụndụ,ntụrụndụ,joy,0.603
honk,eziokwu,mkpọta,anger,0.133
communion,udo,udo,trust,0.578
worried,nchegbu,nchegbu,sadness,0.621
intruder,onye mwakpo,onye mwakpo,surprise,0.703
haunted,anọgidewokwa na -anyụ,nsogbu,fear,0.578
backoff,azụ,azụ,anger,0.469
soundness,ịdị mma,ịdị mma,anticipation,0.461
stupidpeople,ndị nzuzu,ndị nzuzu,anger,0.492
lowly,dị ala,dị ala,sadness,0.448
expel,chụpụ,chụpụ,fear,0.438
discretion,ezi uche,ezi uche,anticipation,0.383
alertness,ịmụrụ anya,ịmụrụ anya,anticipation,0.648
workout,rụpụta,rụpụta,joy,0.172
frantic,na -atụ ụjọ,na -atụ ụjọ,anticipation,0.703
kindred,nwanne,nwanne,anticipation,0.352
evasion,nzere,nzere,sadness,0.484
intimate,mmekorita,mmekọrịta,anticipation,0.57
nonsensical,nzuzu,nzuzu,sadness,0.312
supplication,aririo,arịrịọ,trust,0.422
baggage,Akpa,Akpa,trust,0.391
extermination,mkpochapu,mkpochapu,fear,0.797
fluctuation,mmajijiji,mmajijiji,anger,0.265
slur,slur,ịhichapụ,disgust,0.547
manslaughter,igbu mmadu,igbu mmadu,anger,0.783
seize,ijide,ijide,fear,0.625
darkness,ọchịchịrị,ọchịchịrị,fear,0.516
bothering,na -enye nsogbu,na -enye nsogbu,sadness,0.435
interested,nwere mmasị,nwere mmasị,sadness,0.114
goblin,goblin,gọblin,disgust,0.5
commemoration,ncheta,ncheta,joy,0.479
toothache,eze mgbu,eze mgbu,fear,0.469
gun,egbe,egbe,fear,0.734
presumption,ntule,ntule,anticipation,0.586
frightened,egwu,egwu,surprise,0.867
playground,ama egwuregwu,ama egwuregwu,trust,0.344
lookout,lebe anya,lebe anya,anticipation,0.609
tuesday,Tuesday,tuuzdeị,joy,0.047
raving,na -egwu egwu,na -egwu egwu,anger,0.591
sweets,ihe ụtọ,ihe ụtọ,joy,0.562
cash,ego,ego,anger,0.039
resistant,na -eguzogide,na -eguzogide,fear,0.344
fugitive,onye gbara oso,onye gbara ọsọ,fear,0.703
warcrimes,agha agha,agha agha,fear,0.785
shady,ndo,ịnyo enyo,fear,0.578
edition,mbipụta,mbipụta,anticipation,0.352
valium,ike,ike,fear,0.312
authenticity,izi ezi,izi ezi,trust,0.688
melancholy,melancholy,ndi anaghị ekwu oke okwu,sadness,0.621
disparage,nlelị,nlelị,anger,0.688
wring,mgbawa,mgbawa,anger,0.415
garish,garish,ọcha barabara,surprise,0.508
entertaining,na -atọ ụtọ,ile ọbịa,joy,0.688
jump,wuo,wuo,joy,0.379
ourselves,anyị onwe anyị,anyị onwe anyị,trust,0.523
good,mma,mma,trust,0.617
convincing,na -ekwenye ekwenye,na -ekwenye ekwenye,trust,0.633
fainting,na -atụbọ,na -atụbọ,surprise,0.5
delegate,onye nnọchite anya,onye nnọchite anya,trust,0.586
powerless,enweghi ike,enweghi ike,disgust,0.367
weakness,adịghị ike,adịghị ike,trust,0.266
stressfree,enweghị nchekasị,enweghị nchekasị,joy,0.601
parasite,parasaiti,parasaiti,fear,0.578
grizzly,grizzly,agba ntụ,fear,0.578
dispel,chụpụ,chụpụ,sadness,0.375
renegade,onye nupu isi,inupụ isi,anger,0.529
memoriesiwontforget,echefuru echefu,ihe agaghim echefu,joy,0.682
aggravates,na -akawanye njọ,na -akawanye njọ,anger,0.719
count,guo,guo,trust,0.43
music,egwu,egwu,joy,0.531
frigate,frigate,ụgbọ,fear,0.375
wilderness,ọzara,ọzara,joy,0.121
rape,ndina n'ike,ndina n'ike,anger,0.894
revelations,mkpughe,mkpughe,fear,0.219
coincidence,ndako,ndako,surprise,0.461
razor,agụba,agụba,fear,0.303
cutie,mma,mma,joy,0.515
chicane,chicane,agbatauhie,surprise,0.477
mange,nri,ọrịa anụmanụ,disgust,0.656
slaughtering,ogbugbu,ogbugbu,sadness,0.844
sanctify,doo nsọ,doo nsọ,sadness,0.108
bewilder,mgbagwoju anya,mgbagwoju anya,surprise,0.742
mangle,mangle,igbu,fear,0.672
treadmill,igwe ịgba ọsọ,igwe ịgba ọsọ,anticipation,0.234
maniac,maniac,onye ara,anger,0.67
offense,mmejọ,mmejọ,disgust,0.5
honest,eziokwu,eziokwu,trust,0.844
incompatible,adabaghi,adabaghi,sadness,0.297
unpublished,ebiputaghi,ebiputaghi,anticipation,0.312
grandchildren,ụmụ ụmụ,ụmụ ụmụ,anticipation,0.539
tumultuous,aghara,aghara,fear,0.578
pastry,achịcha dị iche iche,achịcha dị iche iche,joy,0.229
deluge,iju mmiri,iju mmiri,surprise,0.602
carnival,ngagharingosi,ngagharingosi,joy,0.643
failing,odida,ọdịda,anger,0.234
ail,ail,mgbu,sadness,0.469
progress,oganihu,ọganiihu,anticipation,0.703
launches,malite,malite,fear,0.344
morals,omume,omume,anticipation,0.266
worstfeeling,mmetụta kachasị njọ,mmetụta kachasị njọ,fear,0.56
gauging,nlele,nlele,trust,0.328
auditor,onye nlekota ego,onye nlekota ego,trust,0.555
tribunal,ụlọikpe,ụlọikpe,fear,0.438
unsatisfied,enweghị afọ ojuju,enweghị afọ ojuju,sadness,0.405
bloodshed,mwụfu ọbara,mwụfu ọbara,sadness,0.836
deserted,gbahapụrụ,gbahapụrụ,disgust,0.359
pare,nkọwa,nkọwa,anticipation,0.336
skewed,agbagọ,skud,anger,0.368
heartsick,obi mgbawa,obi mgbawa,disgust,0.336
projectiles,ogbunigwe,ogbunigwe,fear,0.75
poaching,n'ịchụ nta,n'ịchụ nta,fear,0.484
clown,ome ochi,ome ọchị,joy,0.409
watchman,onye nche,onye nche,trust,0.539
conquest,mmeri,mmeri,fear,0.359
untitled,akpọghị aha,akpọghị aha,sadness,0.157
demon,mmụọ ọjọọ,mmụọ ọjọọ,fear,0.906
amuse,ito ochi,ịtọ ọchị,joy,0.788
church,ụka,ụka,anticipation,0.312
sin,mmehie,mmehie,sadness,0.516
unguarded,enweghị nchekwa,enweghị nchekwa,surprise,0.477
solidity,siri ike,siri ike,trust,0.688
whim,mkparị,mkparị,surprise,0.555
watchful,na -eche nche,na -eche nche,trust,0.5
unbeaten,enweghị mmeri,enweghị mmeri,joy,0.438
picket,pịketị,pịketị,anticipation,0.273
punt,punt,egwuregwu,anticipation,0.461
curious,kemmasi,kemmasi,anticipation,0.633
inexpressible,enweghị nkọwa,enweghị nkọwa,surprise,0.484
apprehend,ijide,ijide,fear,0.562
exhilaration,mkpori ndụ,mkpori ndụ,surprise,0.672
swelling,ọzịza,ọzịza,fear,0.281
oppressor,onye mmegbu,onye mmegbu,anger,0.609
difficulty,ihe isi ike,ihe isi ike,fear,0.234
madden,onye ara,onye ara,fear,0.5
destroying,na -ebibi,na -ebibi,sadness,0.734
goodmood,ezi omume,ọnọdụ di mma,joy,0.819
cholera,ọgbụgbọ ọgbụgba,ọgbụgbọ na ọnyụnyụ,fear,0.75
cadaver,ozu,ozu,fear,0.688
giddy,gbamgbam,gbamgbam,joy,0.757
grime,unyi,unyi,disgust,0.703
fain,daa,daa,anticipation,0.445
