word,machine,human,label,emotion_intensity_score
pneumonia,namoniya,namoniya,fear,0.625
unhappiness,rashin jin daɗi,rashin jin daɗi,sadness,0.839
fainting,suma,suma,surprise,0.5
deplore,baƙin ciki,baƙin ciki,anger,0.734
romance,soyayya,soyayya,surprise,0.289
pry,pry,buƙaci,anger,0.266
deceit,yaudara,yaudara,fear,0.594
tramp,tarko,tarko,fear,0.44
dreadful,m,mai haddasa wahala,fear,0.75
anticipate,jira,jira,anticipation,0.82
brave,jarumi,jarumi,trust,0.602
elect,zaɓaɓɓu,zaɓaɓɓu,trust,0.438
toad,toda,toda,disgust,0.367
content,abun ciki,abun ciki,joy,0.688
veracity,gaskiya,gaskiya,trust,0.477
agony,azaba,azaba,sadness,0.9
effyou,ku,matsanancin takaici,anger,0.818
budget,kasafin kudi,kasafin kuɗi,trust,0.406
mutiny,tawaye,tawaye,surprise,0.648
confidence,amincewa,amincewa,anticipation,0.445
accolade,yabo,yabo,joy,0.586
romance,soyayya,soyayya,sadness,0.0
wear,sa,sa,trust,0.328
lockup,kullewa,kullewa,fear,0.453
pious,ibada,ibada,trust,0.5
frightened,firgita,firgita,fear,0.844
follower,mabiyi,mabiyi,trust,0.391
paucity,rashin wadata,rashin wadata,sadness,0.438
unfollow,bi bi,ƙi bi,anger,0.25
expecting,jira,jira,anticipation,0.727
urgent,gaggawa,gaggawa,anticipation,0.727
roar,ruri,ruri,anger,0.515
porn,batsa,batsa,disgust,0.703
irrational,m,rashin hankali,disgust,0.383
thrill,burgewa,burgewa,fear,0.219
excellent,m,da kyau ƙwarai,trust,0.656
insignificant,maras muhimmanci,maras muhimmanci,sadness,0.438
fulfillment,cikawa,cikawa,anticipation,0.602
achieved,cimma,cim ma,joy,0.5
plunder,ganima,ganima,fear,0.516
wonderment,mamaki,mamaki,surprise,0.625
demonic,na aljanu,na aljanu,disgust,0.742
medal,lambar yabo,lambar yabo,anticipation,0.477
faculty,baiwa,baiwa,trust,0.383
peeved,tsotso,tsotso,anger,0.688
constancy,daidaito,daidaito,trust,0.656
basketball,kwando,kwando,joy,0.062
deluge,ambaliya,ambaliya,fear,0.287
mother,uwa,uwa,trust,0.703
defamation,ɓata suna,ɓata suna,disgust,0.484
pillage,sacewa,sacewa,anger,0.578
delightful,m,mai ban murna,joy,0.818
soppy,soppy,rashin ƙarfin hali,joy,0.188
jealous,mai kishi,mai kishi,disgust,0.539
termination,ƙarewa,ƙarewa,sadness,0.641
unquestionably,babu shakka,babu shakka,trust,0.57
eager,m,alla-alla,anticipation,0.742
bale,bale,ɓoye,fear,0.297
loveee,masoyi,masoyi,joy,0.932
shoplifting,sata,sata,anger,0.258
insurmountable,wanda ba za a iya shawo kansa ba,wanda ba za a iya shawo kansa ba,fear,0.609
seriousness,muhimmancin,muhimmancin,fear,0.305
debacle,lalata,lalata,fear,0.438
gush,gush,zubowa da sauri,joy,0.545
embolism,embolism,toshewar jijiya,fear,0.516
doctor,likita,likita,trust,0.641
flog,bulala,bulala,anger,0.734
wondrous,ban mamaki,ban mamaki,surprise,0.586
practiced,aikatawa,aikatawa,trust,0.633
sweetheart,masoyi,masoyi,sadness,0.0
relationships,dangantaka,dangantaka,trust,0.641
fainting,suma,suma,sadness,0.359
malignant,m,mai mugunta,anger,0.656
blindfold,rufe idanu,rufe idanu,anticipation,0.5
vivid,m,bayyananne,joy,0.515
prefer,fi son,fi son,trust,0.469
account,lissafi,lissafi,trust,0.523
eradication,kawarwa,kawarwa,fear,0.828
hypocritical,munafunci,munafunci,disgust,0.383
abominable,abin ƙyama,abin ƙyama,disgust,0.664
madman,mahaukaci,mahaukaci,anger,0.82
rejects,ya ƙaryata,ya ƙaryata,sadness,0.438
clashing,karo,karo,fear,0.578
harass,tursasawa,tursasawa,disgust,0.586
woefully,wahala,wahala,disgust,0.398
distress,damuwa,damuwa,anger,0.469
reversal,juyawa,juyawa,anger,0.121
terror,ta'addanci,ta'addanci,fear,0.953
idolatry,bautar gumaka,bautar gumaka,disgust,0.5
inmate,fursuna,fursuna,disgust,0.438
gnome,gnome,wada,fear,0.188
forming,kafa,kafa,anticipation,0.531
timid,m,mai kawaici,fear,0.359
rot,rubewa,ruɓewa,fear,0.594
pity,tausayi,tausayi,sadness,0.547
structure,tsari,tsari,trust,0.656
alienate,ware,ware,disgust,0.453
optimism,kyakkyawan fata,kyakkyawan fata,joy,0.703
confess,furta,furta,sadness,0.303
warden,mai gadin gidan,mai gadin gida,anger,0.219
spirits,ruhohi,ruhohi,surprise,0.414
idiots,wawaye,wawaye,anger,0.561
perspective,hangen zaman gaba,hangen zaman gaba,anticipation,0.492
swerve,karkata,karkata,surprise,0.508
slut,lalata,lalata,anger,0.578
bearish,bearish,baƙin ciki,anger,0.562
stupidpeople,wawaye,wawaye,anger,0.492
intimately,kusa,kusa,anticipation,0.453
grounded,tushe,tushe,fear,0.242
default,tsoho,tsoho,disgust,0.227
dreadful,m,mai haddasa wahala,anticipation,0.508
crescendo,crescendo,ƙaruwa,joy,0.485
joys,farin ciki,farin ciki,joy,0.818
invade,mamayewa,mamayewa,surprise,0.773
lights,fitilu,fitilu,joy,0.203
gun,bindiga,bindiga,anger,0.576
cry,kuka,kuka,sadness,0.75
edition,bugu,bugu,anticipation,0.352
pervert,karkatattu,karkatattu,anger,0.485
devastated,lalace,lalace,sadness,0.912
undoubted,babu shakka,babu shakka,disgust,0.164
lavender,lavender,fure,joy,0.409
attentionseekers,masu lura,masu lura,anger,0.163
perdition,halaka,halaka,fear,0.577
help,taimako,taimako,fear,0.203
terminal,m,na ajali,fear,0.703
retract,ja da baya,ja da baya,anger,0.348
esteem,daraja,daraja,trust,0.688
armored,makamai,makamai,fear,0.469
hemorrhage,zubar jini,zubar jini,fear,0.807
wadsworth,wadsworth,wadsworth,trust,0.258
strike,yajin aiki,yajin aiki,surprise,0.695
weak,mai rauni,mai rauni,sadness,0.297
breathless,numfashi,numfashi,surprise,0.719
expel,korar,korar,disgust,0.391
hai,hai,bayyana baƙin ciki,trust,0.258
surprisingly,abin mamaki,abin mamaki,anticipation,0.617
instructions,umarni,umarni,anticipation,0.367
deceit,yaudara,yaudara,sadness,0.562
repulsive,abin ƙyama,abin ƙyama,disgust,0.805
blessings,albarka,albarka,joy,0.75
serenity,kwanciyar hankali,kwanciyar hankali,trust,0.602
improve,inganta,inganta,trust,0.492
sleepless,rashin barci,rashin barci,fear,0.234
believed,yi .mãni,yi imani,trust,0.688
reassurance,tabbatarwa,tabbatarwa,trust,0.734
preparatory,shiri,shiri,anticipation,0.523
definitive,tabbatacce,tabbatacce,trust,0.609
hangman,mai rataya,mai rataya,fear,0.61
stripped,ya tube,ya tuɓe,disgust,0.367
destination,manufa,manufa,sadness,0.17
skiing,gudun kankara,gudun ƙanƙara,joy,0.234
criticize,zargi,ci gyara,anger,0.516
destitute,gajiyayyu,gajiyayyu,sadness,0.766
bluddy,m,rufe da jini,anger,0.562
rescue,ceto,ceto,anticipation,0.664
leprosy,kuturta,kuturta,disgust,0.773
rigor,taurin kai,taurin kai,disgust,0.398
venom,dafi,dafi,fear,0.804
holder,mariƙin,mariƙi,trust,0.344
unrest,tashin hankali,tashin hankali,fear,0.391
slander,ƙiren ƙarya,ƙiren ƙarya,anger,0.562
trashy,datti,datti,disgust,0.648
tumult,tashin hankali,tashin hankali,surprise,0.641
elbow,gwiwar hannu,gwiwar hannu,anger,0.117
separatist,mai ballewa,ɗan ta ware,disgust,0.43
buried,binne,binne,fear,0.531
theft,sata,sata,fear,0.531
ambassador,jakadiya,jakada,trust,0.664
supremacy,fifiko,fifiko,joy,0.242
dismay,damuwa,damuwa,sadness,0.636
cadaver,gawa,gawa,surprise,0.383
choke,shaƙa,shaƙa,anger,0.719
hopelessness,rashin bege,rashin bege,disgust,0.438
terrorize,ta'addanci,ta'addanci,anger,0.939
duel,duel,faɗa,fear,0.562
meditate,yin zuzzurfan tunani,yin zuzzurfan tunani,anticipation,0.344
elder,dattijo,dattijo,trust,0.656
tickle,tsutsa,tsutsa,joy,0.47
lawsuit,karar,ƙara,disgust,0.336
sluggish,m,jinkiri,sadness,0.203
injurious,m,mai haddasa lahani,sadness,0.5
touchy,m,na taɓawa,anger,0.379
mosquito,sauro,sauro,disgust,0.445
descent,zuriya,zuriya,fear,0.391
knell,durƙusa,durƙusa,fear,0.344
intended,nufi,nufi,anticipation,0.602
surge,tiyata,tiyata,surprise,0.703
disheartening,disheartening,sa karayar zuciya,sadness,0.719
haven,mafaka,mafaka,trust,0.617
revel,revel,murna,joy,0.534
mail,wasiku,wasiƙu,anticipation,0.461
wilderness,daji,daji,sadness,0.255
complement,dacewa,dacewa,surprise,0.258
damn,Tsine,tsine,anger,0.735
everyman,kowane mutum,kowane mutum,fear,0.178
attacking,kai hari,kai hari,fear,0.859
exile,gudun hijira,gudun hijira,sadness,0.742
thermocouple,thermocouple,ma'auni,anticipation,0.297
murder,kisan kai,kisan kai,anger,0.897
looming,looming,barazana,fear,0.438
haze,hazo,hazo,fear,0.594
shameless,marar kunya,marar kunya,disgust,0.43
shooting,harbi,harbi,sadness,0.688
emphasize,jaddada,jaddada,trust,0.438
unforeseen,wanda ba a zata ba,wanda ba a zata ba,surprise,0.703
senseless,m,rashin hankali,anger,0.297
scoff,izgili,izgili,anger,0.5
treacherous,mayaudari,mayaudari,fear,0.75
gun,bindiga,bindiga,fear,0.734
landmark,alamar ƙasa,alamar ƙasa,trust,0.477
shockingly,abin mamaki,abin mamaki,surprise,0.875
averse,m,ƙyama,anger,0.338
grieve,yi baƙin ciki,yi baƙin ciki,sadness,0.844
bowels,hanji,hanji,disgust,0.719
overwhelming,rinjaye,rinjaye,surprise,0.758
fellow,aboki,aboki,trust,0.492
famine,yunwa,yunwa,sadness,0.812
bureaucrat,ma'aikaci,ma'aikaci,disgust,0.266
accolade,yabo,yabo,trust,0.508
violation,cin zarafi,cin zarafi,anger,0.547
wasting,wasting,ɓatawa,sadness,0.375
quiet,shiru,shiru,sadness,0.094
resection,sakewa,sakewa,fear,0.406
challenges,kalubale,ƙalubale,trust,0.289
goodmorning,barka da safiya,barka da safiya,joy,0.547
safekeeping,kiyayewa,kiyayewa,trust,0.758
fraught,m,haifar da damuwa,fear,0.594
foresight,hangen nesa,hangen nesa,anticipation,0.617
damnation,la'ana,la'ana,fear,0.812
snowy,dusar ƙanƙara,dusar ƙanƙara,joy,0.234
feeling,ji,ji,anger,0.147
abolish,soke,soke,anger,0.485
handicap,nakasasshe,nakasasshe,sadness,0.422
tyranny,zalunci,zalunci,fear,0.75
void,fanko,fanko,sadness,0.234
revoke,soke,soke,fear,0.469
sticky,m,zafi,disgust,0.438
criminality,laifi,laifi,disgust,0.641
concordance,concordance,yarjejeniya,trust,0.562
precipice,hazo,hazo,fear,0.469
abundance,yawa,yawa,disgust,0.078
depraved,lalata,lalata,fear,0.734
reconstruction,sake ginawa,sake ginawa,anticipation,0.438
ambush,kwanton bauna,kwanton ɓauna,fear,0.688
repel,tunkude,tunkuɗe,disgust,0.406
bad,mara kyau,mara kyau,disgust,0.391
drinks,abubuwan sha,abubuwan sha,joy,0.273
cracked,fashe,fashe,fear,0.484
inefficiency,rashin iya aiki,rashin iya aiki,sadness,0.359
tighten,ƙarfafa,ƙarfafa,anger,0.328
contentious,mai jayayya,mai jayayya,fear,0.344
happiness,farin ciki,farin ciki,anticipation,0.641
demon,aljani,aljani,sadness,0.594
ocean,teku,teku,joy,0.286
wearily,gajiya,gajiya,sadness,0.281
tackle,magance,magance,surprise,0.602
disservice,rashin aiki,rashin aiki,anger,0.485
sensual,sha'awa,sha'awa,anticipation,0.539
authorize,ba da izini,ba da izini,trust,0.633
nap,kwanta,kwanta,joy,0.206
vulture,ungulu,ungulu,disgust,0.516
glow,haske,haske,trust,0.398
bitterness,daci,ɗaci,sadness,0.578
censor,mai bincike,mai bincike,fear,0.149
urgency,gaggawa,gaggawa,anticipation,0.703
fortress,sansanin soja,sansanin soja,trust,0.461
misstatement,rashin fahimta,rashin fahimta,anger,0.197
frustration,takaici,takaici,anger,0.576
execution,kisa,kisa,anger,0.917
bestial,mafi kyau,mafi kyau,disgust,0.68
congress,majalisa,majalisa,trust,0.273
moonlight,hasken wata,hasken wata,joy,0.364
rifle,bindiga,bindiga,fear,0.453
majority,rinjaye,rinjaye,joy,0.073
dazzle,dazzle,haske mai ƙarfi,surprise,0.836
football,kwallon kafa,ƙwallon ƙafa,anticipation,0.469
yeahhh,yahh,ehhh,joy,0.576
irritate,fusata,fusata,anger,0.621
cheerfulness,fara'a,fara'a,joy,0.758
disaster,bala'i,bala'i,disgust,0.508
commemorative,abin tunawa,abin tunawa,anticipation,0.461
opportunity,dama,dama,anticipation,0.648
thankful,godiya,godiya,joy,0.727
ugliness,mummuna,mummuna,disgust,0.602
abuse,zagi,zagi,fear,0.672
sloppy,m,rashin kulawa,disgust,0.562
congratulatory,taya murna,taya murna,joy,0.719
unsafe,mara lafiya,mara lafiya,fear,0.561
perfection,kamala,kamala,trust,0.688
frayed,frayed,tsufan igiya,sadness,0.467
related,masu dangantaka,masu dangantaka,trust,0.5
apparition,bayyanar,bayyanar,surprise,0.633
misleading,m,yaudara,disgust,0.321
cess,cice,cice,disgust,0.67
upset,haushi,haushi,anger,0.439
eagerness,himma,himma,joy,0.552
synod,majalisar dattawan,majalisar dattawa,trust,0.414
commerce,kasuwanci,kasuwanci,trust,0.461
popularity,shahara,shahara,trust,0.492
diatribe,diatribe,hari mai ƙarfi kan wani abu,disgust,0.391
outcry,kuka,kuka,anger,0.544
hurricanes,guguwa,guguwa,fear,0.75
startle,firgita,firgita,fear,0.469
heartache,ciwon zuciya,ciwon zuciya,sadness,0.812
neglected,sakaci,sakaci,sadness,0.688
privacy,sirri,sirri,trust,0.555
banger,banger,naman alade,fear,0.266
orthodoxy,akida,akida,trust,0.445
commend,yaba,yaba,trust,0.617
stressrelief,danniya,danniya,joy,0.5
spit,tofa,tofa,disgust,0.57
uncaring,rashin kulawa,rashin kulawa,disgust,0.477
hobo,hobo,marar gida,sadness,0.323
involution,shigarwar,shigarwar,anger,0.3
sordid,m,mara kyau,disgust,0.562
store,shago,shago,anticipation,0.352
sinning,yin zunubi,yin zunubi,disgust,0.562
manslaughter,kisan kai,kisan kai,anger,0.783
retaliatory,ramuwar gayya,ramuwar gayya,anger,0.788
ecstatic,farin ciki,farin ciki,surprise,0.562
recidivism,sake dawowa,sake dawowa,anger,0.469
radiance,annuri,annuri,joy,0.725
bloody,na jini,na jini,sadness,0.806
injustice,rashin adalci,rashin adalci,anger,0.5
lovely,kyakkyawa,kyakkyawa,anticipation,0.555
complement,dacewa,dacewa,anticipation,0.453
bailiff,ma'aikacin kotu,ma'aikacin kotu,trust,0.367
dove,kurciya,kurciya,anticipation,0.328
notable,sananne,sananne,trust,0.523
sludge,laka,laka,disgust,0.648
sectarian,mazhaba,mazhaba,fear,0.359
sinking,nutsewa,nutsewa,fear,0.469
hunter,mafarauci,mafarauci,fear,0.562
aloha,lafiya,lafiya,joy,0.484
xoxo,xoxo,runguma da sumba,joy,0.634
bankrupt,fatara,fatara,fear,0.375
lonely,kadaici,kaɗaici,sadness,0.656
aggression,zalunci,zalunci,fear,0.609
sewer,lambatu,lambatu,disgust,0.812
intoxicated,maye,maye,disgust,0.594
diligence,himma,himma,trust,0.68
veracity,gaskiya,gaskiya,anticipation,0.445
unexpectedly,ba zato ba tsammani,ba zato ba tsammani,surprise,0.836
ailing,rashin lafiya,rashin lafiya,sadness,0.656
feeling,ji,ji,joy,0.359
offended,yi laifi,yi laifi,sadness,0.5
arbitrator,mai sasantawa,mai sasantawa,trust,0.438
hap,hap,sa'a,surprise,0.32
purr,purr,sautin bayyana gamsuwa,trust,0.344
kindness,alheri,alheri,joy,0.606
miserable,abin bakin ciki,abin baƙin ciki,sadness,0.844
denunciation,la'anta,la'anta,anger,0.713
excellent,m,da kyau ƙwarai,joy,0.812
answerable,mai amsawa,mai amsawa,trust,0.531
daemon,aljannu,aljani,surprise,0.484
palsy,gurgunta,gurgunta,fear,0.516
molestation,cin zarafi,cin zarafi,anger,0.742
shoddy,m,mummunan aiki,disgust,0.469
devotional,ibada,ibada,joy,0.359
confined,tsare,tsare,fear,0.578
lessen,rage,rage,anticipation,0.336
beast,dabba,dabba,anger,0.562
humanity,bil'adama,bil'adama,trust,0.688
confine,tsare,tsare,sadness,0.406
persecution,fitina,fitina,disgust,0.625
insolvency,rashin kunya,rashin kunya,sadness,0.438
incompetent,m,rashin iyawa,anger,0.257
hellish,wuta,wuta,disgust,0.695
addresses,adiresoshin,adiresoshi,anticipation,0.289
assessment,kima,kima,surprise,0.234
constrain,takura,takura,fear,0.358
sneaking,zamewa,zamewa,fear,0.375
strive,yi kokari,yi kokari,trust,0.531
immoral,m,rashin ɗa'a,disgust,0.648
constitute,kafa,kafa,trust,0.492
animated,mai rai,mai rai,joy,0.515
cuddling,cuddling,runguma,joy,0.766
disapproving,rashin yarda,rashin yarda,sadness,0.438
crazed,hauka,hauka,fear,0.656
orc,orc,dabbar teku,fear,0.388
passion,sha’awa,sha’awa,joy,0.603
selfharm,illar kai,illar kai,fear,0.656
enslaved,bautar,bautar,sadness,0.828
greed,kwadayi,kwaɗayi,anger,0.424
incrimination,laifi,laifi,fear,0.562
proficiency,ƙwarewa,ƙwarewa,joy,0.359
convict,mai laifi,mai laifi,anger,0.621
dumbasses,dumbasses,mai raini,anger,0.712
carelessness,sakaci,sakaci,disgust,0.422
venom,dafi,dafi,anger,0.697
matters,al'amura,al'amura,trust,0.445
dissolution,rushewa,rushewa,sadness,0.48
treat,bi da,bi da,disgust,0.078
tribune,Tribune,mai kariya,trust,0.469
deserted,yashe,yashe,disgust,0.359
grump,guguwa,guguwa,anger,0.515
digit,lamba,lamba,trust,0.438
discord,rashin jituwa,rashin jituwa,anger,0.576
succeed,yi nasara,yi nasara,joy,0.516
oppress,zalunci,zalunci,fear,0.516
needtoknow,bukatar sani,buƙatar sani,fear,0.173
harvest,girbi,girbi,anticipation,0.578
kind,irin,kirki,joy,0.621
praisegod,yabo,yabo,joy,0.625
marry,aure,aure,fear,0.125
revere,girmama,girmama,anticipation,0.422
outrage,fushi,fushi,disgust,0.469
loyal,m,mai biyayya,surprise,0.148
despair,yanke kauna,yanke ƙauna,disgust,0.445
disappointing,m,karya alƙwari,sadness,0.625
fungus,naman gwari,naman gwari,disgust,0.625
savagery,dabbanci,dabbanci,fear,0.875
quandary,tashin hankali,tashin hankali,anger,0.266
conformity,daidaituwa,daidaituwa,trust,0.438
curable,mai warkarwa,mai warkarwa,trust,0.562
fulfilling,cikawa,cikawa,joy,0.618
imagination,hasashe,hasashe,fear,0.141
lml,lml,mahaukaciyar dariya,joy,0.422
grievous,damuwa,damuwa,sadness,0.704
cretins,cretins,wawan mutum,anger,0.516
fervor,kuzari,kuzari,anger,0.5
kudos,godiya,godiya,trust,0.414
infantile,jariri,jariri,disgust,0.422
denied,musu,musu,trust,0.211
grave,kabari,kabari,fear,0.562
anxious,damuwa,damuwa,fear,0.518
infidelity,kafirci,kafirci,fear,0.469
illicit,haram,haram,disgust,0.602
hateful,m,mai ƙiyayya,disgust,0.703
gesture,ishara,ishara,joy,0.387
malaria,zazzabin cizon sauro,zazzaɓin cizon sauro,sadness,0.547
everlasting,na har abada,na har abada,joy,0.578
yell,ihu,ihu,anger,0.661
punctual,akan lokaci,a kan lokaci,anticipation,0.414
actionable,actionable,iya yi,disgust,0.211
brokenheart,zuciya mai rauni,zuciya mai rauni,sadness,0.792
wring,wring,murɗa,anger,0.415
actress,yar wasan kwaikwayo,jarima,trust,0.305
trash,datti,datti,disgust,0.656
dangerous,mai haɗari,mai haɗari,fear,0.75
entertainment,nishaɗi,nishaɗi,surprise,0.359
raffle,raffle,bindiga,anticipation,0.586
precursor,mai ƙaddara,mai ƙaddara,anticipation,0.469
genuine,na gaske,na gaske,trust,0.75
magnificent,m,mai girma,surprise,0.508
homage,girmamawa,girmamawa,trust,0.633
gross,babba,babba,disgust,0.719
moody,m,canzawar yanayi,sadness,0.469
creature,halitta,halitta,fear,0.34
raving,raving,yin sumbatu,fear,0.5
reversal,juyawa,juyawa,surprise,0.469
recreation,nishaɗi,nishaɗi,joy,0.545
perfect,cikakke,cikakke,joy,0.719
ardent,m,mai tsanani,anticipation,0.5
psalm,zabura,zabura,joy,0.328
service,hidima,hidima,joy,0.172
whstupp,whstupp,whstupp,trust,0.203
clashing,karo,karo,anger,0.652
flows,gudana,gudana,joy,0.13
excel,yayi kyau,ya yi kyau,trust,0.609
villainous,mugu,mugu,fear,0.594
accomplishment,cikawa,cikawa,joy,0.594
favs,favs,wanda aka fi so,trust,0.398
owing,saboda,saboda,fear,0.188
explosive,mai fashewa,mai fashewa,anger,0.894
revoke,soke,soke,anger,0.485
wince,giya,giya,sadness,0.484
terrifies,tsoratarwa,tsoratarwa,fear,0.798
screwed,dunƙule,dunƙule,anger,0.588
pitter,mai haushi,mai haushi,joy,0.134
ovation,tashin hankali,tashin hankali,sadness,0.078
discontent,rashin gamsuwa,rashin gamsuwa,sadness,0.543
shattered,tarwatse,tarwatse,sadness,0.63
cancer,ciwon daji,ciwon daji,sadness,0.875
worrying,damuwa,damuwa,sadness,0.562
twat,twat,abun ƙyama,anger,0.644
incarceration,ɗaurin kurkuku,ɗaurin kurkuku,anger,0.578
infertility,rashin haihuwa,rashin haihuwa,sadness,0.641
reminiscing,tunatarwa,tunatarwa,joy,0.456
accountant,akanta,akanta,trust,0.422
morbid,cuta,cuta,sadness,0.828
pare,gaskiya,gaskiya,sadness,0.155
pledge,jingina,jingina,trust,0.688
flabby,flabby,gurun fata,disgust,0.555
accompaniment,rakiyar,rakiyar,trust,0.531
gametime,gametime,lokacin fara wasa,fear,0.328
anathema,tsinema,mutum da ake ƙi,anger,0.485
lion,zaki,zaki,fear,0.484
uncontrollable,wanda ba a iya sarrafa shi,wanda ba a iya sarrafa shi,joy,0.203
mau,mau,tsoratarwa,trust,0.312
incendiary,mai ƙonawa,mai ƙonawa,surprise,0.656
constant,akai,akai-akai,trust,0.555
tremor,rawar jiki,rawar jiki,anger,0.406
brazen,rashin kunya,rashin kunya,anger,0.5
battles,fadace -fadace,faɗace-faɗace,trust,0.211
poaching,farauta,farauta,anger,0.515
cube,kuba,kuba,trust,0.391
credence,amincewa,amincewa,trust,0.641
failing,kasawa,kasawa,anticipation,0.383
fragile,m,faɗi-ka-mutu,fear,0.188
bellows,bellows,zuga-zugi,anger,0.562
don,don,malamin jami'a,trust,0.273
mishap,mishap,haɗarin rashin sa'a,disgust,0.32
parting,rabuwa,rabuwa,sadness,0.375
retirement,ritaya,ritaya,trust,0.531
comptroller,kwanturola,kwanturola,trust,0.438
arsenic,arsenic,kumburin hannu,fear,0.703
utk,utk,utk,trust,0.258
antisocial,mai son zaman jama'a,mai son zaman jama'a,disgust,0.391
commission,kwamishina,kwamishina,trust,0.469
reassure,sake tabbatarwa,sake tabbatarwa,trust,0.617
neutral,tsaka tsaki,tsaka tsaki,trust,0.398
lust,sha'awa,sha'awa,anticipation,0.625
discourage,raunana,raunana,fear,0.281
lesson,darasi,darasi,trust,0.461
favor,alheri,alheri,joy,0.348
burke,burki,burki,sadness,0.234
crawl,ja jiki,ja jiki,disgust,0.266
alienation,nisantawa,nisantawa,disgust,0.375
unpredictable,maras tabbas,maras tabbas,surprise,0.758
tear,hawaye,hawaye,sadness,0.656
friend,aboki,aboki,trust,0.75
doubt,shakka,shakka,fear,0.25
devastate,ɓarna,ɓarna,sadness,0.797
distraught,damuwa,damuwa,sadness,0.812
dishonor,rashin mutunci,rashin mutunci,fear,0.484
organization,kungiya,ƙungiya,surprise,0.125
failing,kasawa,kasawa,fear,0.531
